iteration_num,timestamp,step_1_generation_step_name,step_1_generation_duration_seconds,step_1_generation_num_samples,step_1_generation_strategy,step_2_prediction_step_name,step_2_prediction_duration_seconds,step_2_prediction_num_samples,step_2_prediction_best_predicted,step_2_prediction_worst_predicted,step_2_prediction_mean_predicted,step_2_prediction_std_predicted,step_2_prediction_metadata_inference_time_per_graph,step_3_selection_step_name,step_3_selection_num_graphs_selected,step_3_selection_good_graphs_set_size,step_3_selection_good_graphs_description_node_type_counts,step_4_evaluation_step_name,step_4_evaluation_duration_seconds,step_4_evaluation_num_graphs,step_4_evaluation_num_problems_available,step_4_evaluation_num_problems_per_graph,step_4_evaluation_num_evaluations,step_4_evaluation_best_evaluated,step_4_evaluation_worst_evaluated,step_4_evaluation_mean_evaluated,step_4_evaluation_std_evaluated,step_4_evaluation_rmse_gnn_vs_llm,step_4_evaluation_mae_gnn_vs_llm,step_4_evaluation_correlation_gnn_llm,step_4_evaluation_mean_absolute_error_per_graph,step_4_evaluation_mean_variance_across_graphs,step_4_evaluation_mean_std_across_graphs,step_4_evaluation_total_perfect_scores,step_4_evaluation_total_partial_scores,step_4_evaluation_total_failed_scores,step_4_evaluation_success_rate_perfect,step_4_evaluation_success_rate_any,step_4_evaluation_per_graph_metrics_count,step_4_evaluation_metadata_evaluation_time_per_graph,step_4_evaluation_metadata_evaluation_time_per_problem,step_4_evaluation_metadata_evaluation_method,step_4_evaluation_metadata_problem_categories,step_5_training_update_step_name,step_5_training_update_num_training_samples_added,step_5_training_update_total_training_dataset_size,step_6_retraining_step_name,step_6_retraining_training_samples,step_6_retraining_final_loss
0,2025-12-22T17:26:19.849178,generation,10.4132,638,random,prediction,0.0004,638,0.9996555459791716,0.0042909943795428,0.4670124864389079,0.2916892137329288,0.0,selection,5,5,"{'Validator': 1, 'True_pass': 1, 'False_pass': 1, 'Split': 2, 'Decompose_2': 2, 'Decompose_3': 0, 'Decompose_4': 0, 'Combine_all': 4, 'Combine_any': 1, 'Solver': 9, 'Python_solver': 4, 'Explain': 2, 'Extract_topic': 3, 'START': 5, 'END': 5}",llm_evaluation,128.8035,5,10,10,50,0.8227500000000001,0.1657403979605983,0.6411821705012106,0.2493267280280452,0.433668140590127,0.3549446074469786,0.0779708823808668,0.3549446074469786,0.0974428004389277,0.3032726966272706,26,24,0,0.52,1.0,5,25.7607,2.5761,llm_multiagent_system,['unknown'],training_data_update,5,5,retraining,5,0.0198040660470724
1,2025-12-22T17:33:04.373295,generation,10.5897,633,random,prediction,0.0126,633,0.778885543346405,0.3346691429615021,0.5855052309672791,0.1323878154789615,0.0,selection,5,10,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 10, 'Combine_all': 10, 'Combine_any': 0, 'Solver': 0, 'Python_solver': 25, 'Explain': 0, 'Extract_topic': 15, 'START': 10, 'END': 10}",llm_evaluation,393.5693,5,10,10,50,0.7604583333333335,0.6230576923076924,0.6955003496503496,0.0486194355094767,0.2920923899615473,0.288357524374176,0.6740822160462623,0.288357524374176,0.1407876976823438,0.3674386044733068,28,20,2,0.56,0.96,5,78.7139,7.8714,llm_multiagent_system,['unknown'],training_data_update,5,10,retraining,10,0.0236825756728649
2,2025-12-22T17:36:02.037511,generation,11.3009,628,random,prediction,0.0139,628,0.7341554760932922,0.5757992267608643,0.6705128506870027,0.0434440584560346,0.0,selection,5,10,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 10, 'Combine_all': 10, 'Combine_any': 0, 'Solver': 0, 'Python_solver': 20, 'Explain': 0, 'Extract_topic': 20, 'START': 10, 'END': 10}",llm_evaluation,166.0446,5,10,10,50,0.7854372341406103,0.6454500000000001,0.7225989722113076,0.0476409818705985,0.0736242069250508,0.0598798879671534,-0.6543636900568882,0.0598798879671534,0.132100715445316,0.3620485827710329,30,19,1,0.6,0.98,5,33.2089,3.3209,llm_multiagent_system,['unknown'],training_data_update,5,15,retraining,15,0.0182647351175546
3,2025-12-22T17:39:10.971323,generation,10.9925,623,random,prediction,0.0281,623,0.7212873697280884,0.5900289416313171,0.6691378402863039,0.0332068142775301,0.0,selection,5,10,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 10, 'Combine_all': 10, 'Combine_any': 0, 'Solver': 0, 'Python_solver': 20, 'Explain': 0, 'Extract_topic': 20, 'START': 10, 'END': 10}",llm_evaluation,177.5737,5,10,10,50,0.8150000000000001,0.75429857366031,0.7859141574107928,0.0241308113063839,0.0275632516121963,0.0254990813818917,,0.0254990813818917,0.137456555682762,0.3702538799781806,37,11,2,0.74,0.96,5,35.5147,3.5515,llm_multiagent_system,['unknown'],training_data_update,5,20,retraining,20,0.0140366749837994
4,2025-12-22T17:42:19.034228,generation,11.0123,618,random,prediction,0.0112,618,0.7475945949554443,0.618774950504303,0.6820951209292057,0.0279380772826449,0.0,selection,5,10,"{'Validator': 2, 'True_pass': 2, 'False_pass': 2, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 1, 'Decompose_4': 7, 'Combine_all': 8, 'Combine_any': 2, 'Solver': 6, 'Python_solver': 22, 'Explain': 0, 'Extract_topic': 7, 'START': 10, 'END': 10}",llm_evaluation,176.627,5,10,10,50,0.90875,0.6663694294641239,0.7486353265707909,0.0832769681370643,0.0828782886250569,0.0576117060715736,0.2286263961538903,0.0576117060715736,0.1481636327122603,0.381009132365141,35,15,0,0.7,1.0,5,35.3254,3.5325,llm_multiagent_system,['unknown'],training_data_update,5,25,retraining,25,0.0136902518570423
5,2025-12-22T17:43:39.591757,generation,11.1048,615,random,prediction,0.0121,615,0.748200535774231,0.6390288472175598,0.6894582116506933,0.023709156290587,0.0,selection,5,10,"{'Validator': 2, 'True_pass': 2, 'False_pass': 2, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 8, 'Combine_all': 8, 'Combine_any': 2, 'Solver': 6, 'Python_solver': 21, 'Explain': 0, 'Extract_topic': 9, 'START': 10, 'END': 10}",llm_evaluation,69.0184,5,10,10,50,0.7787464999231285,0.0,0.5650515222068758,0.286286358948071,0.3385871783877967,0.1938761386983496,-0.3542095501743165,0.1938761386983496,0.1221026288299882,0.309425911554314,24,14,12,0.48,0.76,5,13.8037,1.3804,llm_multiagent_system,['unknown'],training_data_update,5,30,retraining,30,0.031006658449769
6,2025-12-22T17:46:24.847529,generation,11.8042,610,random,prediction,0.0133,610,0.7228358387947083,0.6242156624794006,0.6746284388127874,0.0177940365277012,0.0,selection,5,10,"{'Validator': 4, 'True_pass': 4, 'False_pass': 4, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 6, 'Combine_all': 6, 'Combine_any': 4, 'Solver': 8, 'Python_solver': 20, 'Explain': 2, 'Extract_topic': 2, 'START': 10, 'END': 10}",llm_evaluation,152.9193,5,10,10,50,0.8564772727272727,0.7098311735345497,0.7511945906259412,0.0535873359869884,0.053377155375786,0.0332190141970846,0.5270471313978248,0.0332190141970846,0.1474617424233572,0.3813070013427485,35,14,1,0.7,0.98,5,30.5839,3.0584,llm_multiagent_system,['unknown'],training_data_update,5,35,retraining,35,0.0259073945161487
7,2025-12-22T17:49:33.608060,generation,10.7925,607,random,prediction,0.0103,607,0.7418962717056274,0.6089069843292236,0.6735941779476021,0.0245276853241005,0.0,selection,5,10,"{'Validator': 1, 'True_pass': 1, 'False_pass': 1, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 9, 'Combine_all': 9, 'Combine_any': 1, 'Solver': 6, 'Python_solver': 27, 'Explain': 5, 'Extract_topic': 0, 'START': 10, 'END': 10}",llm_evaluation,177.437,5,10,10,50,0.90375,0.749,0.8170273504273503,0.0569020375827825,0.1003944636412603,0.0813602290169805,-0.5981424024920843,0.0813602290169805,0.1209575597304404,0.3454543526504898,39,9,2,0.78,0.96,5,35.4874,3.5487,llm_multiagent_system,['unknown'],training_data_update,5,40,retraining,40,0.0209937075152993
8,2025-12-22T17:52:22.458193,generation,10.5576,603,random,prediction,0.0103,603,0.7353392839431763,0.5878425240516663,0.6641350861014814,0.0315594210178091,0.0,selection,5,10,"{'Validator': 1, 'True_pass': 1, 'False_pass': 1, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 9, 'Combine_all': 9, 'Combine_any': 1, 'Solver': 3, 'Python_solver': 27, 'Explain': 8, 'Extract_topic': 0, 'START': 10, 'END': 10}",llm_evaluation,157.7262,5,10,10,50,1.0,0.6660362666666667,0.7877443745454545,0.1127606946945481,0.1248577180388366,0.0811991550922,-0.0810993761545719,0.0811991550922,0.1040700538640582,0.2867046548991381,35,15,0,0.7,1.0,5,31.5452,3.1545,llm_multiagent_system,['unknown'],training_data_update,5,45,retraining,45,0.0204600623187919
9,2025-12-22T17:55:32.942754,generation,10.8129,601,random,prediction,0.0143,601,0.765772819519043,0.6208588480949402,0.6852534350856965,0.0457264353081271,0.0,selection,5,10,"{'Validator': 1, 'True_pass': 1, 'False_pass': 1, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 0, 'Decompose_4': 9, 'Combine_all': 9, 'Combine_any': 1, 'Solver': 3, 'Python_solver': 22, 'Explain': 13, 'Extract_topic': 0, 'START': 10, 'END': 10}",llm_evaluation,179.0818,5,10,10,50,0.9376923076923076,0.7476388888888889,0.8540491406898159,0.0797612046931952,0.1188925251983433,0.0949573431260511,0.6670551943782602,0.0949573431260511,0.0936855481430912,0.2972976291549904,41,8,1,0.82,0.98,5,35.8164,3.5816,llm_multiagent_system,['unknown'],training_data_update,5,50,retraining,50,0.0192081645689904
